Continent,Continent Code,Country,Country Code,State,State Code,Via,Via Code,Year,Month,Month Code,Arrivals,processed_at
Ásia,5,Outros países da Ásia,56,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Oceania,7,Austrália,90,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Áustria,58,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Bélgica,59,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,104,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Sul,4,Chile,28,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,463,2026-01-15 01:47:11
Ásia,5,China,40,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,47,2026-01-15 01:47:11
América Central e Caribe,2,Cuba,13,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Dinamarca,62,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América Central e Caribe,2,El Salvador,14,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Equador,30,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,9,2026-01-15 01:47:11
Europa,6,Espanha,65,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,24,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,27,2026-01-15 01:47:11
Europa,6,França,68,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,13,2026-01-15 01:47:11
Europa,6,Grécia,69,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Holanda,70,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Hungria,71,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Irlanda,72,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Ásia,5,Israel,47,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Itália,73,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,30,2026-01-15 01:47:11
América do Norte,3,México,25,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
Europa,6,Noruega,77,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Paraguai,33,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,282,2026-01-15 01:47:11
América do Sul,4,Peru,34,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,125,2026-01-15 01:47:11
Europa,6,Polônia,78,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Portugal,79,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,9,2026-01-15 01:47:11
Ásia,5,República da Coreia,52,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
América Central e Caribe,2,República Dominicana,20,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,República Tcheca,81,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Rússia,83,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,7,2026-01-15 01:47:11
Europa,6,Suécia,85,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Ucrânia,88,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,492,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Rio Grande do Sul,21,Terrestre,2,2024,Fevereiro,2,28,2026-01-15 01:47:11
Europa,6,Alemanha,57,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,11,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,7,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,314,2026-01-15 01:47:11
América do Sul,4,Chile,28,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Sul,4,Equador,30,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,França,68,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Irlanda,72,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Itália,73,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
América do Sul,4,Peru,34,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Polônia,78,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Suriname,35,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Outras Unidades da Federação,99,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
Europa,6,Alemanha,57,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Roraima,23,Terrestre,2,2024,Fevereiro,2,4,2026-01-15 01:47:11
Oceania,7,Austrália,90,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Bélgica,59,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Roraima,23,Terrestre,2,2024,Fevereiro,2,13,2026-01-15 01:47:11
América do Sul,4,Chile,28,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Ásia,5,China,40,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
América Central e Caribe,2,Cuba,13,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Roraima,23,Terrestre,2,2024,Fevereiro,2,25,2026-01-15 01:47:11
África,1,Outros países da África,11,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,França,68,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
África,1,Gana,5,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América Central e Caribe,2,Guatemala,15,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Guiana,31,Roraima,23,Terrestre,2,2024,Fevereiro,2,380,2026-01-15 01:47:11
Europa,6,Holanda,70,Roraima,23,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
América Central e Caribe,2,Honduras,17,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Ásia,5,Índia,44,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Irlanda,72,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Itália,73,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Ásia,5,Japão,48,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Norte,3,México,25,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Sul,4,Paraguai,33,Roraima,23,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
América do Sul,4,Peru,34,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Polônia,78,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Roraima,23,Terrestre,2,2024,Fevereiro,2,10,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Suécia,85,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Suíça,86,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Suriname,35,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América Central e Caribe,2,Trinidad e Tobago,21,Roraima,23,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Alemanha,57,Roraima,23,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Roraima,23,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
Oceania,7,Austrália,90,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Áustria,58,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Bélgica,59,Roraima,23,Terrestre,2,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Sul,4,Chile,28,Roraima,23,Terrestre,2,2024,Fevereiro,2,9,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Roraima,23,Terrestre,2,2024,Fevereiro,2,21,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Sul,4,Equador,30,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Ásia,5,Filipinas,43,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,França,68,Roraima,23,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
Ásia,5,Japão,48,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Norte,3,México,25,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
América Central e Caribe,2,Nicarágua,18,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América Central e Caribe,2,Panamá,19,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Peru,34,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Portugal,79,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América Central e Caribe,2,República Dominicana,20,Roraima,23,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Suíça,86,Roraima,23,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América Central e Caribe,2,Trinidad e Tobago,21,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Roraima,23,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Roraima,23,Terrestre,2,2024,Fevereiro,2,337,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Alemanha,57,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
África,1,Outros países da África,11,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,24536,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Chile,28,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,30,2026-01-15 01:47:11
Ásia,5,China,40,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
Europa,6,Croácia,61,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Espanha,65,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
Europa,6,França,68,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Itália,73,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Ásia,5,Japão,48,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Norte,3,México,25,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Paraguai,33,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,825,2026-01-15 01:47:11
América do Sul,4,Peru,34,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,5,2026-01-15 01:47:11
Europa,6,Polônia,78,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Portugal,79,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Suíça,86,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,9,2026-01-15 01:47:11
Europa,6,Ucrânia,88,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,17,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,3,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
Europa,6,Alemanha,57,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,9721,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Chile,28,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Itália,73,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Paraguai,33,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,137,2026-01-15 01:47:11
América do Sul,4,Peru,34,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América Central e Caribe,2,República Dominicana,20,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,6,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Santa Catarina,24,Terrestre,2,2024,Fevereiro,2,2,2026-01-15 01:47:11
Ásia,5,Índia,44,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
Ásia,5,Síria,53,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,19,2026-01-15 01:47:11
Europa,6,Alemanha,57,Bahia,5,Marítima,3,2024,Fevereiro,2,3,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Bahia,5,Marítima,3,2024,Fevereiro,2,8,2026-01-15 01:47:11
Oceania,7,Austrália,90,Bahia,5,Marítima,3,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Áustria,58,Bahia,5,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Bahia,5,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
Europa,6,Espanha,65,Bahia,5,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Bahia,5,Marítima,3,2024,Fevereiro,2,10,2026-01-15 01:47:11
Europa,6,França,68,Bahia,5,Marítima,3,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Holanda,70,Bahia,5,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Irlanda,72,Bahia,5,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Itália,73,Bahia,5,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
Europa,6,Noruega,77,Bahia,5,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
Oceania,7,Nova Zelândia,91,Bahia,5,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Bahia,5,Marítima,3,2024,Fevereiro,2,6,2026-01-15 01:47:11
Europa,6,Suécia,85,Bahia,5,Marítima,3,2024,Fevereiro,2,12,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Ceará,6,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
Europa,6,Espanha,65,Ceará,6,Marítima,3,2024,Fevereiro,2,7,2026-01-15 01:47:11
Europa,6,Alemanha,57,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Bélgica,59,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,Espanha,65,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,França,68,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,10,2026-01-15 01:47:11
África,1,Outros países da África,11,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Suíça,86,Outras Unidades da Federação,99,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Alemanha,57,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Paraná,16,Marítima,3,2024,Fevereiro,2,2258,2026-01-15 01:47:11
Oceania,7,Austrália,90,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Paraná,16,Marítima,3,2024,Fevereiro,2,18,2026-01-15 01:47:11
América do Sul,4,Chile,28,Paraná,16,Marítima,3,2024,Fevereiro,2,462,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Paraná,16,Marítima,3,2024,Fevereiro,2,3,2026-01-15 01:47:11
América do Sul,4,Equador,30,Paraná,16,Marítima,3,2024,Fevereiro,2,10,2026-01-15 01:47:11
Europa,6,Espanha,65,Paraná,16,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Paraná,16,Marítima,3,2024,Fevereiro,2,9,2026-01-15 01:47:11
Ásia,5,Filipinas,43,Paraná,16,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
Europa,6,França,68,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Holanda,70,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Ásia,5,Israel,47,Paraná,16,Marítima,3,2024,Fevereiro,2,22,2026-01-15 01:47:11
Europa,6,Itália,73,Paraná,16,Marítima,3,2024,Fevereiro,2,11,2026-01-15 01:47:11
América do Norte,3,México,25,Paraná,16,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Sul,4,Paraguai,33,Paraná,16,Marítima,3,2024,Fevereiro,2,12,2026-01-15 01:47:11
América do Sul,4,Peru,34,Paraná,16,Marítima,3,2024,Fevereiro,2,53,2026-01-15 01:47:11
Europa,6,Polônia,78,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Portugal,79,Paraná,16,Marítima,3,2024,Fevereiro,2,5,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Romênia,82,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Rússia,83,Paraná,16,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
Europa,6,Ucrânia,88,Paraná,16,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Paraná,16,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Paraná,16,Marítima,3,2024,Fevereiro,2,20,2026-01-15 01:47:11
África,1,África do Sul,1,Pernambuco,17,Marítima,3,2024,Fevereiro,2,9,2026-01-15 01:47:11
Europa,6,Alemanha,57,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Pernambuco,17,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
Oceania,7,Austrália,90,Pernambuco,17,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Pernambuco,17,Marítima,3,2024,Fevereiro,2,37,2026-01-15 01:47:11
Europa,6,Finlândia,67,Pernambuco,17,Marítima,3,2024,Fevereiro,2,14,2026-01-15 01:47:11
Europa,6,França,68,Pernambuco,17,Marítima,3,2024,Fevereiro,2,11,2026-01-15 01:47:11
Europa,6,Holanda,70,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Irlanda,72,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Itália,73,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Luxemburgo,76,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Portugal,79,Pernambuco,17,Marítima,3,2024,Fevereiro,2,3,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Pernambuco,17,Marítima,3,2024,Fevereiro,2,6,2026-01-15 01:47:11
Europa,6,Suécia,85,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Suíça,86,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Alemanha,57,Pernambuco,17,Marítima,3,2024,Fevereiro,2,5,2026-01-15 01:47:11
Oceania,7,Austrália,90,Pernambuco,17,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
Europa,6,Áustria,58,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Bélgica,59,Pernambuco,17,Marítima,3,2024,Fevereiro,2,4,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Pernambuco,17,Marítima,3,2024,Fevereiro,2,3,2026-01-15 01:47:11
América do Sul,4,Chile,28,Pernambuco,17,Marítima,3,2024,Fevereiro,2,1,2026-01-15 01:47:11
Europa,6,Dinamarca,62,Pernambuco,17,Marítima,3,2024,Fevereiro,2,2,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Pernambuco,17,Marítima,3,2024,Fevereiro,2,7,2026-01-15 01:47:11
